,Player,Win Frequency,Cash Frequency,EV,1sigma
3,Hot HOOPiters ,1.0,1.0,100.0,0.0
0,DH,0.0,0.0,0.0,0.0
1,Dirty Snowballer,0.0,0.0,0.0,0.0
2,Hoos going to win?,0.0,0.0,0.0,0.0
4,Liztino,0.0,0.0,0.0,0.0
5,MAVEN Uva v UMD ,0.0,0.0,0.0,0.0
6,Small Body Buzzer Beater,0.0,0.0,0.0,0.0
7,Tracy Huard 1,0.0,0.0,0.0,0.0
8,imdeeterp,0.0,0.0,0.0,0.0
9,ml_ucla80 1,0.0,0.0,0.0,0.0
